#Parameters = {wx=165.1; wth=12; wy=82.55; wz=558.8; wx2=250; wy2=220; er1=5; er11=0.1}
#"Frequency / GHz"	"S3,3 [Real/Imaginary Part] [Re]"	"S3,3 [Real/Imaginary Part] [Im]"
#-------------------------------------------------------------------------------------
1.0000000000000	-0.019752406000000	-0.0062137730000000
1.0007000000000	-0.019687281885919	-0.0064275587509358
1.0014000000000	-0.019545426382355	-0.0067565250276543
1.0021000000000	-0.019264041527794	-0.0071603885486036
1.0028000000000	-0.018982923805923	-0.0075947425386453
1.0035000000000	-0.019044997000000	-0.0080370400000000
1.0042000000000	-0.018726583343325	-0.0084231121732185
1.0049000000000	-0.018533766021225	-0.0086783023566203
1.0056000000000	-0.018368239380897	-0.0089669783775691
1.0063000000000	-0.018165056484687	-0.0093269523310032
1.0070000000000	-0.017902223000000	-0.0096741690999999
1.0077000000000	-0.017503847749811	-0.010140714830616
1.0084000000000	-0.017295395166126	-0.010542989593924
1.0091000000000	-0.017138782967446	-0.010803477522816
1.0098000000000	-0.016955966133229	-0.010993059881371
1.0105000000000	-0.016718127000000	-0.011338426000000
1.0112000000000	-0.016477171363721	-0.011817516124947
1.0119000000000	-0.016212768197802	-0.012112885867253
1.0126000000000	-0.015993098899327	-0.012325310342464
1.0133000000000	-0.015810783459441	-0.012555088836837
1.0140000000000	-0.015585112000000	-0.012896166000000
1.0147000000000	-0.015052212337290	-0.013173377637791
1.0154000000000	-0.014779502932861	-0.013376505607659
1.0161000000000	-0.014572785675698	-0.013617089104269
1.0168000000000	-0.014299823882990	-0.013898726491980
1.0175000000000	-0.013897800000000	-0.014124679000000
1.0182000000000	-0.013676565159812	-0.014383748945516
1.0189000000000	-0.013504912287305	-0.014671648083474
1.0196000000000	-0.013317258635791	-0.014915800390351
1.0203000000000	-0.013039362082386	-0.015105268129717
1.0210000000000	-0.012584042000000	-0.015288389000000
1.0217000000000	-0.012282923310588	-0.015427692223874
1.0224000000000	-0.011870815321246	-0.015662108355668
1.0231000000000	-0.011600341406616	-0.015873741874958
1.0238000000000	-0.011469517168377	-0.016028284238930
1.0245000000000	-0.011214855000000	-0.016152630000000
1.0252000000000	-0.010883101614442	-0.016514501600405
1.0259000000000	-0.010407841415166	-0.016719044337958
1.0266000000000	-0.010109138608291	-0.016767409662455
1.0273000000000	-0.0099762236215000	-0.016785833647243
1.0280000000000	-0.0096700443000000	-0.016997006000000
1.0287000000000	-0.0093464322102914	-0.017162835285580
1.0294000000000	-0.0089216684909112	-0.017294972822681
1.0301000000000	-0.0085505288751281	-0.017412318543240
1.0308000000000	-0.0082904740068802	-0.017509645488654
1.0315000000000	-0.0081053618000000	-0.017546430000000
1.0322000000000	-0.0078350452899285	-0.017615492118699
1.0329000000000	-0.0074554435706212	-0.017880905938909
1.0336000000000	-0.0070503912759919	-0.018048152473884
1.0343000000000	-0.0067177509697373	-0.018089143753167
1.0350000000000	-0.0065409956000001	-0.018240809000000
1.0357000000000	-0.0062223532895553	-0.018211366065790
1.0364000000000	-0.0058096884687675	-0.018284659337071
1.0371000000000	-0.0054861351134168	-0.018405868256443
1.0378000000000	-0.0052650899433337	-0.018494730350692
1.0385000000000	-0.0049919393000000	-0.018430274000000
1.0392000000000	-0.0046832123470367	-0.018544553991332
1.0399000000000	-0.0043152502113246	-0.018609271610825
1.0406000000000	-0.0039714787866395	-0.018624632296765
1.0413000000000	-0.0036542350072026	-0.018620992070186
1.0420000000000	-0.0032835773000000	-0.018651400000000
1.0427000000000	-0.0029709643669340	-0.018756560918318
1.0434000000000	-0.0027032257703705	-0.018774227747553
1.0441000000000	-0.0023895752028712	-0.018802361134588
1.0448000000000	-0.0020320361389819	-0.018839919912424
1.0455000000000	-0.0017328924000000	-0.018794922000000
