#Parameters = {wx=165.1; wth=12; wy=82.55; wz=558.8; wx2=250; wy2=220; er1=5; er11=0.1}
#"Frequency / GHz"	"S3,3 [Real/Imaginary Part] [Re]"	"S3,3 [Real/Imaginary Part] [Im]"
#-------------------------------------------------------------------------------------
1.0000000000000	-0.013343016000000	-0.0054544592000000
1.0007000000000	-0.013122491208927	-0.0055320255928670
1.0014000000000	-0.012988085287425	-0.0056860643201574
1.0021000000000	-0.012856697787811	-0.0059852429696515
1.0028000000000	-0.012723241042683	-0.0064099727606954
1.0035000000000	-0.012671813000000	-0.0068609621000000
1.0042000000000	-0.012550497369485	-0.0069779854311454
1.0049000000000	-0.012356121107053	-0.0071723740550447
1.0056000000000	-0.012169535471166	-0.0073583324863678
1.0063000000000	-0.012027913993100	-0.0075715426294694
1.0070000000000	-0.011914126000000	-0.0079642384999999
1.0077000000000	-0.011523217276701	-0.0081837758842992
1.0084000000000	-0.011378231988148	-0.0083800563769551
1.0091000000000	-0.011230579568920	-0.0086101742255507
1.0098000000000	-0.011022397046681	-0.0088252521765645
1.0105000000000	-0.010894208000000	-0.0088906139000000
1.0112000000000	-0.010708847241880	-0.0092734933035511
1.0119000000000	-0.010514033417025	-0.0094800406427584
1.0126000000000	-0.010262835124678	-0.0095815384111829
1.0133000000000	-0.0099843555561216	-0.0096907417364451
1.0140000000000	-0.0097810375000000	-0.0099686710000000
1.0147000000000	-0.0095951832485316	-0.010187294663797
1.0154000000000	-0.0094451509799954	-0.010364826929570
1.0161000000000	-0.0091975937076832	-0.010532288340508
1.0168000000000	-0.0088791111071849	-0.010705590786000
1.0175000000000	-0.0086756628000000	-0.010903710000000
1.0182000000000	-0.0085211961553820	-0.011063446313799
1.0189000000000	-0.0084013629331170	-0.011199348225872
1.0196000000000	-0.0082041898220678	-0.011321695125775
1.0203000000000	-0.0079176447135604	-0.011421158399648
1.0210000000000	-0.0076306066000001	-0.011477202000000
1.0217000000000	-0.0071985089696067	-0.011645823391106
1.0224000000000	-0.0069742624289078	-0.011797634163304
1.0231000000000	-0.0068561505167908	-0.011894242393499
1.0238000000000	-0.0067472203434712	-0.011943157956632
1.0245000000000	-0.0065519451000000	-0.012003065000000
1.0252000000000	-0.0061332201387205	-0.012268315916398
1.0259000000000	-0.0058771480809336	-0.012351868700554
1.0266000000000	-0.0057864374950290	-0.012357863434479
1.0273000000000	-0.0057351469633414	-0.012386105586464
1.0280000000000	-0.0054739648000000	-0.012531862000000
1.0287000000000	-0.0051910480125577	-0.012493346370808
1.0294000000000	-0.0049709235209978	-0.012591568421996
1.0301000000000	-0.0047486555013163	-0.012713695962624
1.0308000000000	-0.0045181732442736	-0.012812214813264
1.0315000000000	-0.0043263272000000	-0.012909740000000
1.0322000000000	-0.0039965899481108	-0.012736080945348
1.0329000000000	-0.0036814884020638	-0.012895441208976
1.0336000000000	-0.0034349625859188	-0.013019868376462
1.0343000000000	-0.0032796769595172	-0.013021957182794
1.0350000000000	-0.0031764419000000	-0.013089382000000
1.0357000000000	-0.0029137651263018	-0.013117557678242
1.0364000000000	-0.0025697001879019	-0.013212736807791
1.0371000000000	-0.0023170912500684	-0.013263778384633
1.0378000000000	-0.0021597724839995	-0.013255453699533
1.0385000000000	-0.0019237724000000	-0.013251828000000
1.0392000000000	-0.0017168983463709	-0.013297321949773
1.0399000000000	-0.0014546726789117	-0.013283270123398
1.0406000000000	-0.0012366976180451	-0.013275862518843
1.0413000000000	-0.0010322483924324	-0.013280426439712
1.0420000000000	-0.00068729516000000	-0.013230243000000
1.0427000000000	-0.00056109055525524	-0.013295152782328
1.0434000000000	-0.00034644563154560	-0.013269658682480
1.0441000000000	-0.00014832657970122	-0.013220868870805
1.0448000000000	4.6977566021231e-05	-0.013206773354236
1.0455000000000	0.00037072538000000	-0.013267048000000
1.0462000000000	0.00046243311780240	-0.013223184762027
1.0469000000000	0.00067027280772844	-0.013200573007736
1.0476000000000	0.00096254197669906	-0.013165150102968
1.0483000000000	0.0012586574672149	-0.013121290664087
1.0490000000000	0.0014330126999999	-0.013118338000000
1.0497000000000	0.0016251623168734	-0.013111226821182
1.0504000000000	0.0018474011015624	-0.013081681855657
1.0511000000000	0.0020638254888961	-0.012989596054483
1.0518000000000	0.0022635139879103	-0.012879700785371
