#Parameters = {wx=165.1; wth=12; wy=82.55; wz=558.8; wx2=250; wy2=220; er1=5; er11=0.4}
#"Frequency / GHz"	"S3,3 [Real/Imaginary Part] [Re]"	"S3,3 [Real/Imaginary Part] [Im]"
#-------------------------------------------------------------------------------------
1.0000000000000	-0.020254070000000	-0.0058401921000000
1.0007000000000	-0.020048650418985	-0.0061465341070180
1.0014000000000	-0.019901342309570	-0.0064083524452528
1.0021000000000	-0.019670174929025	-0.0067806486984536
1.0028000000000	-0.019377723882331	-0.0072824229504249
1.0035000000000	-0.019221893000000	-0.0078192130000000
1.0042000000000	-0.019141574609142	-0.0082161895233918
1.0049000000000	-0.018991171764025	-0.0085946018781563
1.0056000000000	-0.018766690375000	-0.0088921275809542
1.0063000000000	-0.018495807692700	-0.0091492543458983
1.0070000000000	-0.018229512000000	-0.0095101110999999
1.0077000000000	-0.017834767258410	-0.0098473849910910
1.0084000000000	-0.017828805195288	-0.010371216581437
1.0091000000000	-0.017721076315826	-0.010778869041249
1.0098000000000	-0.017431910430336	-0.011008009783152
1.0105000000000	-0.017265065000000	-0.011277979000000
1.0112000000000	-0.017018285782323	-0.011806634303960
1.0119000000000	-0.016740109742454	-0.012151832589972
1.0126000000000	-0.016487826996579	-0.012342249260546
1.0133000000000	-0.016260657676188	-0.012520308326379
1.0140000000000	-0.015994955000000	-0.012935493000000
1.0147000000000	-0.015606882809206	-0.013134365684491
1.0154000000000	-0.015408424735665	-0.013415673853015
1.0161000000000	-0.015130561496048	-0.013749080060277
1.0168000000000	-0.014737653417572	-0.014051419773546
1.0175000000000	-0.014431539000000	-0.014210977000000
1.0182000000000	-0.014213301470114	-0.014427843899759
1.0189000000000	-0.013921967763985	-0.014813894131506
1.0196000000000	-0.013743192295198	-0.015137176900053
1.0203000000000	-0.013618937738305	-0.015315312277806
1.0210000000000	-0.013229329000000	-0.015398962000000
1.0217000000000	-0.012839886746316	-0.015650582615010
1.0224000000000	-0.012416425212806	-0.015893359524954
1.0231000000000	-0.012127931706136	-0.016081422260057
1.0238000000000	-0.011960796878816	-0.016266526880076
1.0245000000000	-0.011711938000000	-0.016582169000000
1.0252000000000	-0.011420864284960	-0.016758958070837
1.0259000000000	-0.010932264008644	-0.016991248104371
1.0266000000000	-0.010643051662874	-0.017121736926157
1.0273000000000	-0.010538534182002	-0.017186713272321
1.0280000000000	-0.010182544000000	-0.017380929000000
1.0287000000000	-0.0098908579045307	-0.017506015891047
1.0294000000000	-0.0094671106909166	-0.017626033668240
1.0301000000000	-0.0091055404220720	-0.017779276966321
1.0308000000000	-0.0088668937109447	-0.017973981247861
1.0315000000000	-0.0086838314000000	-0.018174239000000
1.0322000000000	-0.0083688307486901	-0.018139978374152
1.0329000000000	-0.0079640716479214	-0.018372041636825
1.0336000000000	-0.0075497780801316	-0.018532032412237
1.0343000000000	-0.0072256784110463	-0.018572525137717
1.0350000000000	-0.0070823790000000	-0.018734982000000
